Vehicle Make,Vehicle Model,"Battery-Electric Vehicle (BEV), Plug-in Hybrid Electric Vehicle (PHEV) or Fuel Cell Electric Vehicle (FCEV)",Recipient Province/Territory,Month and Year,Number of Cars
Kia,Niro PHEV,PHEV,Alberta,February 2021,3
Kia,Niro PHEV,PHEV,Alberta,February 2022,1
Kia,Niro PHEV,PHEV,Alberta,February 2024,5
Kia,Niro PHEV,PHEV,Alberta,January 2020,3
Kia,Niro PHEV,PHEV,Alberta,January 2021,4
Kia,Niro PHEV,PHEV,Alberta,January 2023,1
Kia,Niro PHEV,PHEV,Alberta,January 2024,2
Kia,Niro PHEV,PHEV,Alberta,July 2019,2
Kia,Niro PHEV,PHEV,Alberta,July 2021,5
Kia,Niro PHEV,PHEV,Alberta,July 2023,2
Kia,Niro PHEV,PHEV,Alberta,July 2024,13
Kia,Niro PHEV,PHEV,Alberta,June 2019,1
Kia,Niro PHEV,PHEV,Alberta,June 2020,1
Kia,Niro PHEV,PHEV,Alberta,June 2021,2
Kia,Niro PHEV,PHEV,Alberta,June 2022,2
Kia,Niro PHEV,PHEV,Alberta,June 2023,1
Kia,Niro PHEV,PHEV,Alberta,June 2024,9
Kia,Niro PHEV,PHEV,Alberta,March 2020,1
Kia,Niro PHEV,PHEV,Alberta,March 2021,3
Kia,Niro PHEV,PHEV,Alberta,March 2022,5
Kia,Niro PHEV,PHEV,Alberta,March 2024,4
Kia,Niro PHEV,PHEV,Alberta,May 2019,3
Kia,Niro PHEV,PHEV,Alberta,May 2021,3
Kia,Niro PHEV,PHEV,Alberta,May 2022,5
Kia,Niro PHEV,PHEV,Alberta,May 2023,4
Kia,Niro PHEV,PHEV,Alberta,May 2024,9
Kia,Niro PHEV,PHEV,Alberta,November 2019,1
Kia,Niro PHEV,PHEV,Alberta,November 2020,2
Kia,Niro PHEV,PHEV,Alberta,November 2021,4
Kia,Niro PHEV,PHEV,Alberta,November 2023,4
Kia,Niro PHEV,PHEV,Alberta,November 2024,11
Kia,Niro PHEV,PHEV,Alberta,October 2019,1
Kia,Niro PHEV,PHEV,Alberta,October 2023,6
Kia,Niro PHEV,PHEV,Alberta,October 2024,6
Kia,Niro PHEV,PHEV,Alberta,September 2019,2
Kia,Niro PHEV,PHEV,Alberta,September 2020,1
Kia,Niro PHEV,PHEV,Alberta,September 2021,2
Kia,Niro PHEV,PHEV,Alberta,September 2023,3
Kia,Niro PHEV,PHEV,Alberta,September 2024,5
Kia,Niro PHEV,PHEV,British Columbia,April 2020,16
Kia,Niro PHEV,PHEV,British Columbia,April 2021,30
Kia,Niro PHEV,PHEV,British Columbia,April 2022,33
Kia,Niro PHEV,PHEV,British Columbia,April 2023,6
Kia,Niro PHEV,PHEV,British Columbia,April 2024,12
Kia,Niro PHEV,PHEV,British Columbia,August 2019,46
Kia,Niro PHEV,PHEV,British Columbia,August 2020,27
Kia,Niro PHEV,PHEV,British Columbia,August 2021,44
Kia,Niro PHEV,PHEV,British Columbia,August 2022,2
Kia,Niro PHEV,PHEV,British Columbia,August 2023,2
Kia,Niro PHEV,PHEV,British Columbia,August 2024,13
Kia,Niro PHEV,PHEV,British Columbia,December 2019,19
Kia,Niro PHEV,PHEV,British Columbia,December 2020,16
Kia,Niro PHEV,PHEV,British Columbia,December 2021,3
Kia,Niro PHEV,PHEV,British Columbia,December 2023,5
Kia,Niro PHEV,PHEV,British Columbia,February 2020,34
Kia,Niro PHEV,PHEV,British Columbia,February 2021,19
Kia,Niro PHEV,PHEV,British Columbia,February 2022,7
Kia,Niro PHEV,PHEV,British Columbia,February 2024,2
Kia,Niro PHEV,PHEV,British Columbia,January 2020,12
Kia,Niro PHEV,PHEV,British Columbia,January 2021,17
Kia,Niro PHEV,PHEV,British Columbia,January 2022,6
Kia,Niro PHEV,PHEV,British Columbia,January 2024,6
Kia,Niro PHEV,PHEV,British Columbia,July 2019,45
Kia,Niro PHEV,PHEV,British Columbia,July 2020,25
Kia,Niro PHEV,PHEV,British Columbia,July 2021,52
Kia,Niro PHEV,PHEV,British Columbia,July 2023,7
Kia,Niro PHEV,PHEV,British Columbia,July 2024,36
Kia,Niro PHEV,PHEV,British Columbia,June 2019,32
Kia,Niro PHEV,PHEV,British Columbia,June 2020,27
Kia,Niro PHEV,PHEV,British Columbia,June 2021,32
Kia,Niro PHEV,PHEV,British Columbia,June 2022,5
Kia,Niro PHEV,PHEV,British Columbia,June 2023,11
Kia,Niro PHEV,PHEV,British Columbia,June 2024,23
Kia,Niro PHEV,PHEV,British Columbia,March 2020,28
Kia,Niro PHEV,PHEV,British Columbia,March 2021,38
Kia,Niro PHEV,PHEV,British Columbia,March 2022,8
Kia,Niro PHEV,PHEV,British Columbia,March 2024,4
Kia,Niro PHEV,PHEV,British Columbia,May 2019,11
Kia,Niro PHEV,PHEV,British Columbia,May 2020,18
Kia,Niro PHEV,PHEV,British Columbia,May 2021,36
Kia,Niro PHEV,PHEV,British Columbia,May 2022,42
Kia,Niro PHEV,PHEV,British Columbia,May 2023,8
Kia,Niro PHEV,PHEV,British Columbia,May 2024,21
Kia,Niro PHEV,PHEV,British Columbia,November 2019,13
Kia,Niro PHEV,PHEV,British Columbia,November 2020,23
Kia,Niro PHEV,PHEV,British Columbia,November 2021,9
Kia,Niro PHEV,PHEV,British Columbia,November 2023,2
Kia,Niro PHEV,PHEV,British Columbia,November 2024,30
Kia,Niro PHEV,PHEV,British Columbia,October 2019,34
Kia,Niro PHEV,PHEV,British Columbia,October 2020,21
Kia,Niro PHEV,PHEV,British Columbia,October 2021,19
Kia,Niro PHEV,PHEV,British Columbia,October 2023,6
Kia,Niro PHEV,PHEV,British Columbia,October 2024,5
Kia,Niro PHEV,PHEV,British Columbia,September 2019,34
Kia,Niro PHEV,PHEV,British Columbia,September 2020,21
Kia,Niro PHEV,PHEV,British Columbia,September 2021,32
Kia,Niro PHEV,PHEV,British Columbia,September 2023,12
Kia,Niro PHEV,PHEV,British Columbia,September 2024,9
Kia,Niro PHEV,PHEV,Manitoba,April 2022,1
Kia,Niro PHEV,PHEV,Manitoba,April 2023,2
Kia,Niro PHEV,PHEV,Manitoba,April 2024,2
Kia,Niro PHEV,PHEV,Manitoba,August 2019,3
Kia,Niro PHEV,PHEV,Manitoba,August 2021,3
Kia,Niro PHEV,PHEV,Manitoba,August 2022,2
Kia,Niro PHEV,PHEV,Manitoba,August 2024,4
Kia,Niro PHEV,PHEV,Manitoba,December 2020,3
Kia,Niro PHEV,PHEV,Manitoba,December 2021,1
Kia,Niro PHEV,PHEV,Manitoba,December 2023,1
Kia,Niro PHEV,PHEV,Manitoba,February 2020,1
Kia,Niro PHEV,PHEV,Manitoba,January 2020,2
Kia,Niro PHEV,PHEV,Manitoba,January 2022,1
Kia,Niro PHEV,PHEV,Manitoba,July 2019,1
Kia,Niro PHEV,PHEV,Manitoba,July 2020,1
Kia,Niro PHEV,PHEV,Manitoba,July 2021,1
Kia,Niro PHEV,PHEV,Manitoba,July 2024,5
Kia,Niro PHEV,PHEV,Manitoba,June 2019,1
Kia,Niro PHEV,PHEV,Manitoba,June 2023,1
Kia,Niro PHEV,PHEV,Manitoba,June 2024,5
Kia,Niro PHEV,PHEV,Manitoba,March 2020,1
Kia,Niro PHEV,PHEV,Manitoba,March 2021,3
Kia,Niro PHEV,PHEV,Manitoba,March 2022,2
Kia,Niro PHEV,PHEV,Manitoba,March 2024,3
Kia,Niro PHEV,PHEV,Manitoba,May 2019,1
Kia,Niro PHEV,PHEV,Manitoba,May 2021,2
Kia,Niro PHEV,PHEV,Manitoba,May 2022,3
Kia,Niro PHEV,PHEV,Manitoba,May 2023,2
Kia,Niro PHEV,PHEV,Manitoba,May 2024,9
Kia,Niro PHEV,PHEV,Manitoba,November 2019,1
Kia,Niro PHEV,PHEV,Manitoba,November 2021,3
Kia,Niro PHEV,PHEV,Manitoba,November 2024,7
Kia,Niro PHEV,PHEV,Manitoba,October 2019,1
Kia,Niro PHEV,PHEV,Manitoba,October 2021,4
Kia,Niro PHEV,PHEV,Manitoba,October 2023,4
Kia,Niro PHEV,PHEV,Manitoba,October 2024,3
Kia,Niro PHEV,PHEV,Manitoba,September 2019,2
Kia,Niro PHEV,PHEV,Manitoba,September 2020,1
Kia,Niro PHEV,PHEV,Manitoba,September 2021,5
Kia,Niro PHEV,PHEV,Manitoba,September 2024,2
Kia,Niro PHEV,PHEV,New Brunswick,April 2022,1
Kia,Niro PHEV,PHEV,New Brunswick,April 2023,1
Kia,Niro PHEV,PHEV,New Brunswick,April 2024,3
Kia,Niro PHEV,PHEV,New Brunswick,August 2019,1
Kia,Niro PHEV,PHEV,New Brunswick,August 2020,1
Kia,Niro PHEV,PHEV,New Brunswick,August 2023,1
Kia,Niro PHEV,PHEV,New Brunswick,August 2024,5
Kia,Niro PHEV,PHEV,New Brunswick,December 2020,1
Kia,Niro PHEV,PHEV,New Brunswick,December 2021,2
Kia,Niro PHEV,PHEV,New Brunswick,February 2021,1
Kia,Niro PHEV,PHEV,New Brunswick,February 2022,1
Kia,Niro PHEV,PHEV,New Brunswick,January 2022,1
Kia,Niro PHEV,PHEV,New Brunswick,January 2024,1
Kia,Niro PHEV,PHEV,New Brunswick,July 2019,1
Kia,Niro PHEV,PHEV,New Brunswick,July 2020,1
Kia,Niro PHEV,PHEV,New Brunswick,July 2022,4
Kia,Niro PHEV,PHEV,New Brunswick,July 2024,5
Kia,Niro PHEV,PHEV,New Brunswick,June 2021,1
Kia,Niro PHEV,PHEV,New Brunswick,June 2022,1
Kia,Niro PHEV,PHEV,New Brunswick,June 2024,4
Kia,Niro PHEV,PHEV,New Brunswick,March 2022,1
Kia,Niro PHEV,PHEV,New Brunswick,March 2024,3
Kia,Niro PHEV,PHEV,New Brunswick,May 2022,2
Kia,Niro PHEV,PHEV,New Brunswick,May 2023,2
Kia,Niro PHEV,PHEV,New Brunswick,May 2024,3
Kia,Niro PHEV,PHEV,New Brunswick,November 2019,1
Kia,Niro PHEV,PHEV,New Brunswick,November 2021,2
Kia,Niro PHEV,PHEV,New Brunswick,November 2023,1
Kia,Niro PHEV,PHEV,New Brunswick,November 2024,2
Kia,Niro PHEV,PHEV,New Brunswick,October 2020,1
Kia,Niro PHEV,PHEV,New Brunswick,October 2021,2
Kia,Niro PHEV,PHEV,New Brunswick,October 2023,2
Kia,Niro PHEV,PHEV,New Brunswick,September 2023,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,April 2021,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,April 2023,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,April 2024,2
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,August 2019,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,August 2023,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,August 2024,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,February 2024,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,July 2021,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,July 2023,4
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,July 2024,5
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,June 2022,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,June 2023,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,June 2024,5
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,May 2022,2
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,November 2021,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,November 2023,2
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,November 2024,2
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,October 2020,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,October 2021,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,October 2023,1
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,October 2024,4
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,September 2023,3
Kia,Niro PHEV,PHEV,Newfoundland and Labrador,September 2024,1
Kia,Niro PHEV,PHEV,Nova Scotia,April 2022,4
Kia,Niro PHEV,PHEV,Nova Scotia,April 2024,6
Kia,Niro PHEV,PHEV,Nova Scotia,August 2021,3
Kia,Niro PHEV,PHEV,Nova Scotia,August 2023,8
Kia,Niro PHEV,PHEV,Nova Scotia,August 2024,4
Kia,Niro PHEV,PHEV,Nova Scotia,December 2020,1
Kia,Niro PHEV,PHEV,Nova Scotia,January 2022,3
Kia,Niro PHEV,PHEV,Nova Scotia,July 2019,1
Kia,Niro PHEV,PHEV,Nova Scotia,July 2020,1
Kia,Niro PHEV,PHEV,Nova Scotia,July 2023,1
Kia,Niro PHEV,PHEV,Nova Scotia,July 2024,4
Kia,Niro PHEV,PHEV,Nova Scotia,June 2019,1
Kia,Niro PHEV,PHEV,Nova Scotia,June 2021,1
Kia,Niro PHEV,PHEV,Nova Scotia,June 2022,4
Kia,Niro PHEV,PHEV,Nova Scotia,June 2024,1
Kia,Niro PHEV,PHEV,Nova Scotia,March 2021,1
Kia,Niro PHEV,PHEV,Nova Scotia,March 2022,4
Kia,Niro PHEV,PHEV,Nova Scotia,March 2024,4
Kia,Niro PHEV,PHEV,Nova Scotia,May 2021,3
Kia,Niro PHEV,PHEV,Nova Scotia,May 2022,5
Kia,Niro PHEV,PHEV,Nova Scotia,May 2023,5
Kia,Niro PHEV,PHEV,Nova Scotia,May 2024,4
Kia,Niro PHEV,PHEV,Nova Scotia,November 2019,1
Kia,Niro PHEV,PHEV,Nova Scotia,November 2023,1
Kia,Niro PHEV,PHEV,Nova Scotia,November 2024,2
Kia,Niro PHEV,PHEV,Nova Scotia,October 2020,1
Kia,Niro PHEV,PHEV,Nova Scotia,October 2023,3
Kia,Niro PHEV,PHEV,Nova Scotia,October 2024,6
Kia,Niro PHEV,PHEV,Nova Scotia,September 2024,3
Kia,Niro PHEV,PHEV,Ontario,April 2020,4
Kia,Niro PHEV,PHEV,Ontario,April 2021,14
Kia,Niro PHEV,PHEV,Ontario,April 2022,11
Kia,Niro PHEV,PHEV,Ontario,April 2023,11
Kia,Niro PHEV,PHEV,Ontario,April 2024,33
Kia,Niro PHEV,PHEV,Ontario,August 2019,15
Kia,Niro PHEV,PHEV,Ontario,August 2020,10
Kia,Niro PHEV,PHEV,Ontario,August 2021,11
Kia,Niro PHEV,PHEV,Ontario,August 2023,13
Kia,Niro PHEV,PHEV,Ontario,August 2024,77
Kia,Niro PHEV,PHEV,Ontario,December 2019,9
Kia,Niro PHEV,PHEV,Ontario,December 2020,7
Kia,Niro PHEV,PHEV,Ontario,December 2021,10
Kia,Niro PHEV,PHEV,Ontario,December 2023,6
Kia,Niro PHEV,PHEV,Ontario,February 2020,2
Kia,Niro PHEV,PHEV,Ontario,February 2021,4
Kia,Niro PHEV,PHEV,Ontario,February 2022,7
Kia,Niro PHEV,PHEV,Ontario,February 2024,6
Kia,Niro PHEV,PHEV,Ontario,January 2020,10
Kia,Niro PHEV,PHEV,Ontario,January 2021,6
Kia,Niro PHEV,PHEV,Ontario,January 2022,9
Kia,Niro PHEV,PHEV,Ontario,January 2024,11
Kia,Niro PHEV,PHEV,Ontario,July 2019,9
Kia,Niro PHEV,PHEV,Ontario,July 2020,10
Kia,Niro PHEV,PHEV,Ontario,July 2021,11
Kia,Niro PHEV,PHEV,Ontario,July 2022,6
Kia,Niro PHEV,PHEV,Ontario,July 2023,27
Kia,Niro PHEV,PHEV,Ontario,July 2024,46
Kia,Niro PHEV,PHEV,Ontario,June 2019,7
Kia,Niro PHEV,PHEV,Ontario,June 2020,8
Kia,Niro PHEV,PHEV,Ontario,June 2021,8
Kia,Niro PHEV,PHEV,Ontario,June 2022,20
Kia,Niro PHEV,PHEV,Ontario,June 2023,3
Kia,Niro PHEV,PHEV,Ontario,June 2024,40
Kia,Niro PHEV,PHEV,Ontario,March 2020,7
Kia,Niro PHEV,PHEV,Ontario,March 2021,6
Kia,Niro PHEV,PHEV,Ontario,March 2022,10
Kia,Niro PHEV,PHEV,Ontario,March 2023,2
Kia,Niro PHEV,PHEV,Ontario,March 2024,16
Kia,Niro PHEV,PHEV,Ontario,May 2019,2
Kia,Niro PHEV,PHEV,Ontario,May 2020,3
Kia,Niro PHEV,PHEV,Ontario,May 2021,8
Kia,Niro PHEV,PHEV,Ontario,May 2022,34
Kia,Niro PHEV,PHEV,Ontario,May 2023,23
Kia,Niro PHEV,PHEV,Ontario,May 2024,46
Kia,Niro PHEV,PHEV,Ontario,November 2019,5
Kia,Niro PHEV,PHEV,Ontario,November 2020,7
Kia,Niro PHEV,PHEV,Ontario,November 2021,18
Kia,Niro PHEV,PHEV,Ontario,November 2023,11
Kia,Niro PHEV,PHEV,Ontario,November 2024,44
Kia,Niro PHEV,PHEV,Ontario,October 2019,24
Kia,Niro PHEV,PHEV,Ontario,October 2020,12
Kia,Niro PHEV,PHEV,Ontario,October 2021,11
Kia,Niro PHEV,PHEV,Ontario,October 2023,33
Kia,Niro PHEV,PHEV,Ontario,October 2024,25
Kia,Niro PHEV,PHEV,Ontario,September 2019,13
Kia,Niro PHEV,PHEV,Ontario,September 2020,10
Kia,Niro PHEV,PHEV,Ontario,September 2021,14
Kia,Niro PHEV,PHEV,Ontario,September 2022,2
Kia,Niro PHEV,PHEV,Ontario,September 2023,5
Kia,Niro PHEV,PHEV,Ontario,September 2024,25
Kia,Niro PHEV,PHEV,Prince Edward Island,April 2024,1
Kia,Niro PHEV,PHEV,Prince Edward Island,August 2021,1
Kia,Niro PHEV,PHEV,Prince Edward Island,August 2024,1
Kia,Niro PHEV,PHEV,Prince Edward Island,January 2024,1
Kia,Niro PHEV,PHEV,Prince Edward Island,July 2024,1
Kia,Niro PHEV,PHEV,Prince Edward Island,May 2022,1
Kia,Niro PHEV,PHEV,Prince Edward Island,May 2024,2
Kia,Niro PHEV,PHEV,Prince Edward Island,October 2020,1
Kia,Niro PHEV,PHEV,Prince Edward Island,October 2021,1
Kia,Niro PHEV,PHEV,Prince Edward Island,October 2023,1
Kia,Niro PHEV,PHEV,Prince Edward Island,September 2021,1
Kia,Niro PHEV,PHEV,Quebec,April 2020,7
Kia,Niro PHEV,PHEV,Quebec,April 2021,70
Kia,Niro PHEV,PHEV,Quebec,April 2022,26
Kia,Niro PHEV,PHEV,Quebec,April 2023,19
Kia,Niro PHEV,PHEV,Quebec,April 2024,49
Kia,Niro PHEV,PHEV,Quebec,August 2019,83
Kia,Niro PHEV,PHEV,Quebec,August 2020,47
Kia,Niro PHEV,PHEV,Quebec,August 2021,79
Kia,Niro PHEV,PHEV,Quebec,August 2022,1
Kia,Niro PHEV,PHEV,Quebec,August 2023,32
Kia,Niro PHEV,PHEV,Quebec,August 2024,74
Kia,Niro PHEV,PHEV,Quebec,December 2019,32
Kia,Niro PHEV,PHEV,Quebec,December 2020,45
Kia,Niro PHEV,PHEV,Quebec,December 2021,23
Kia,Niro PHEV,PHEV,Quebec,December 2022,1
Kia,Niro PHEV,PHEV,Quebec,December 2023,11
Kia,Niro PHEV,PHEV,Quebec,February 2020,12
Kia,Niro PHEV,PHEV,Quebec,February 2021,26
Kia,Niro PHEV,PHEV,Quebec,February 2022,18
Kia,Niro PHEV,PHEV,Quebec,February 2024,11
Kia,Niro PHEV,PHEV,Quebec,January 2020,33
Kia,Niro PHEV,PHEV,Quebec,January 2021,12
Kia,Niro PHEV,PHEV,Quebec,January 2022,3
Kia,Niro PHEV,PHEV,Quebec,January 2023,1
Kia,Niro PHEV,PHEV,Quebec,January 2024,16
Kia,Niro PHEV,PHEV,Quebec,July 2019,45
Kia,Niro PHEV,PHEV,Quebec,July 2020,81
Kia,Niro PHEV,PHEV,Quebec,July 2021,39
Kia,Niro PHEV,PHEV,Quebec,July 2023,27
Kia,Niro PHEV,PHEV,Quebec,July 2024,67
Kia,Niro PHEV,PHEV,Quebec,June 2019,47
Kia,Niro PHEV,PHEV,Quebec,June 2020,84
Kia,Niro PHEV,PHEV,Quebec,June 2021,57
Kia,Niro PHEV,PHEV,Quebec,June 2022,11
Kia,Niro PHEV,PHEV,Quebec,June 2023,8
Kia,Niro PHEV,PHEV,Quebec,June 2024,22
Kia,Niro PHEV,PHEV,Quebec,March 2020,32
Kia,Niro PHEV,PHEV,Quebec,March 2021,67
Kia,Niro PHEV,PHEV,Quebec,March 2022,29
Kia,Niro PHEV,PHEV,Quebec,March 2023,5
Kia,Niro PHEV,PHEV,Quebec,March 2024,25
Kia,Niro PHEV,PHEV,Quebec,May 2019,41
Kia,Niro PHEV,PHEV,Quebec,May 2020,27
Kia,Niro PHEV,PHEV,Quebec,May 2021,54
Kia,Niro PHEV,PHEV,Quebec,May 2022,85
Kia,Niro PHEV,PHEV,Quebec,May 2023,12
Kia,Niro PHEV,PHEV,Quebec,May 2024,31
Kia,Niro PHEV,PHEV,Quebec,November 2019,43
Kia,Niro PHEV,PHEV,Quebec,November 2020,32
Kia,Niro PHEV,PHEV,Quebec,November 2021,39
Kia,Niro PHEV,PHEV,Quebec,November 2023,11
Kia,Niro PHEV,PHEV,Quebec,November 2024,93
Kia,Niro PHEV,PHEV,Quebec,October 2019,71
Kia,Niro PHEV,PHEV,Quebec,October 2020,64
Kia,Niro PHEV,PHEV,Quebec,October 2021,26
Kia,Niro PHEV,PHEV,Quebec,October 2022,1
Kia,Niro PHEV,PHEV,Quebec,October 2023,53
Kia,Niro PHEV,PHEV,Quebec,October 2024,26
Kia,Niro PHEV,PHEV,Quebec,September 2019,59
Kia,Niro PHEV,PHEV,Quebec,September 2020,46
Kia,Niro PHEV,PHEV,Quebec,September 2021,65
Kia,Niro PHEV,PHEV,Quebec,September 2022,2
Kia,Niro PHEV,PHEV,Quebec,September 2023,4
Kia,Niro PHEV,PHEV,Quebec,September 2024,21
Kia,Niro PHEV,PHEV,Saskatchewan,April 2023,2
Kia,Niro PHEV,PHEV,Saskatchewan,April 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,August 2020,2
Kia,Niro PHEV,PHEV,Saskatchewan,February 2021,1
Kia,Niro PHEV,PHEV,Saskatchewan,January 2022,1
Kia,Niro PHEV,PHEV,Saskatchewan,July 2020,1
Kia,Niro PHEV,PHEV,Saskatchewan,July 2021,1
Kia,Niro PHEV,PHEV,Saskatchewan,July 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,June 2020,1
Kia,Niro PHEV,PHEV,Saskatchewan,June 2021,1
Kia,Niro PHEV,PHEV,Saskatchewan,March 2021,2
Kia,Niro PHEV,PHEV,Saskatchewan,March 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,May 2019,1
Kia,Niro PHEV,PHEV,Saskatchewan,May 2020,2
Kia,Niro PHEV,PHEV,Saskatchewan,May 2022,2
Kia,Niro PHEV,PHEV,Saskatchewan,May 2023,2
Kia,Niro PHEV,PHEV,Saskatchewan,May 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,November 2021,1
Kia,Niro PHEV,PHEV,Saskatchewan,November 2023,1
Kia,Niro PHEV,PHEV,Saskatchewan,November 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,October 2021,1
Kia,Niro PHEV,PHEV,Saskatchewan,October 2023,3
Kia,Niro PHEV,PHEV,Saskatchewan,October 2024,1
Kia,Niro PHEV,PHEV,Saskatchewan,September 2024,1
Kia,Niro PHEV,PHEV,Yukon,April 2020,1
Kia,Niro PHEV,PHEV,Yukon,April 2023,1
Kia,Niro PHEV,PHEV,Yukon,August 2020,1
Kia,Niro PHEV,PHEV,Yukon,August 2021,5
Kia,Niro PHEV,PHEV,Yukon,December 2023,1
Kia,Niro PHEV,PHEV,Yukon,February 2021,2
Kia,Niro PHEV,PHEV,Yukon,February 2022,1
Kia,Niro PHEV,PHEV,Yukon,January 2022,1
Kia,Niro PHEV,PHEV,Yukon,July 2021,4
Kia,Niro PHEV,PHEV,Yukon,June 2021,1
Kia,Niro PHEV,PHEV,Yukon,March 2021,3
Kia,Niro PHEV,PHEV,Yukon,May 2021,1
Kia,Niro PHEV,PHEV,Yukon,May 2022,1
Kia,Niro PHEV,PHEV,Yukon,May 2024,1
Kia,Niro PHEV,PHEV,Yukon,November 2020,2
Kia,Niro PHEV,PHEV,Yukon,November 2021,1
Kia,Niro PHEV,PHEV,Yukon,November 2024,1
Kia,Niro PHEV,PHEV,Yukon,October 2020,3
Kia,Optima PHEV,PHEV,British Columbia,August 2019,1
Kia,Optima PHEV,PHEV,British Columbia,December 2019,2
Kia,Optima PHEV,PHEV,British Columbia,February 2020,2
Kia,Optima PHEV,PHEV,British Columbia,January 2020,2
Kia,Optima PHEV,PHEV,British Columbia,July 2019,2
Kia,Optima PHEV,PHEV,British Columbia,July 2021,1
Kia,Optima PHEV,PHEV,British Columbia,June 2019,3
Kia,Optima PHEV,PHEV,British Columbia,May 2019,82
Kia,Optima PHEV,PHEV,British Columbia,May 2020,1
Kia,Optima PHEV,PHEV,British Columbia,November 2019,5
Kia,Optima PHEV,PHEV,British Columbia,October 2019,1
Kia,Optima PHEV,PHEV,British Columbia,September 2019,1
Kia,Optima PHEV,PHEV,Nova Scotia,January 2020,1
Kia,Optima PHEV,PHEV,Nova Scotia,June 2019,1
Kia,Optima PHEV,PHEV,Nova Scotia,October 2020,1
Kia,Optima PHEV,PHEV,Ontario,July 2020,1
Kia,Optima PHEV,PHEV,Ontario,June 2020,1
Kia,Optima PHEV,PHEV,Ontario,May 2019,7
Kia,Optima PHEV,PHEV,Ontario,May 2021,1
Kia,Optima PHEV,PHEV,Ontario,September 2019,1
Kia,Optima PHEV,PHEV,Quebec,April 2020,1
Kia,Optima PHEV,PHEV,Quebec,August 2019,1
Kia,Optima PHEV,PHEV,Quebec,August 2021,1
Kia,Optima PHEV,PHEV,Quebec,December 2019,2
Kia,Optima PHEV,PHEV,Quebec,December 2020,1
Kia,Optima PHEV,PHEV,Quebec,February 2020,1
Kia,Optima PHEV,PHEV,Quebec,January 2020,2
Kia,Optima PHEV,PHEV,Quebec,July 2019,1
Kia,Optima PHEV,PHEV,Quebec,July 2020,1
Kia,Optima PHEV,PHEV,Quebec,June 2019,1
Kia,Optima PHEV,PHEV,Quebec,June 2020,1
Kia,Optima PHEV,PHEV,Quebec,March 2020,2
Kia,Optima PHEV,PHEV,Quebec,May 2019,40
Kia,Optima PHEV,PHEV,Quebec,May 2021,1
Kia,Optima PHEV,PHEV,Quebec,November 2019,2
Kia,Optima PHEV,PHEV,Quebec,November 2020,1
Kia,Optima PHEV,PHEV,Quebec,October 2019,1
Kia,Optima PHEV,PHEV,Quebec,September 2019,1
Kia,Optima PHEV,PHEV,Quebec,September 2020,1
Kia,Sorento PHEV,PHEV,Alberta,April 2023,5
Kia,Sorento PHEV,PHEV,Alberta,August 2024,6
Kia,Sorento PHEV,PHEV,Alberta,December 2021,5
Kia,Sorento PHEV,PHEV,Alberta,January 2022,1
Kia,Sorento PHEV,PHEV,Alberta,January 2023,1
Kia,Sorento PHEV,PHEV,Alberta,July 2023,2
Kia,Sorento PHEV,PHEV,Alberta,July 2024,3
Kia,Sorento PHEV,PHEV,Alberta,June 2023,1
Kia,Sorento PHEV,PHEV,Alberta,March 2022,1
Kia,Sorento PHEV,PHEV,Alberta,March 2023,6
Kia,Sorento PHEV,PHEV,Alberta,May 2023,2
Kia,Sorento PHEV,PHEV,Alberta,November 2021,3
Kia,Sorento PHEV,PHEV,Alberta,November 2024,8
Kia,Sorento PHEV,PHEV,Alberta,October 2021,3
Kia,Sorento PHEV,PHEV,Alberta,October 2022,1
Kia,Sorento PHEV,PHEV,Alberta,October 2023,1
Kia,Sorento PHEV,PHEV,Alberta,October 2024,10
Kia,Sorento PHEV,PHEV,Alberta,September 2024,3
Kia,Sorento PHEV,PHEV,British Columbia,April 2022,4
